210000002774,12007,08064161993,5262,drjoy^とうめい厚木クリニック_診療$M｜診療,2026-07-09 07:43:58,00:00:02,冒頭:2000ms;コンテキスト設定:OK;受付時間判定:true;,
210000002775,12011,0462293377,5262,drjoy^とうめい厚木クリニック_診療$M｜診療,2026-07-09 08:15:58,00:00:44,冒頭:2000ms;コンテキスト設定:OK;受付時間判定:true;冒頭_アナウンス:OK;save-連絡先番号:0462293377;ジャンプ_用件.用件:OK;ジャンプ_用件.入力_用件:TIMEOUT;ジャンプ_用件:;,
210000002776,12015,08031811654,5071,drjoy^ふ）福岡大学_20260708$M｜診療_0708,2026-07-09 08:32:24,00:01:18,冒頭待ち:2000ms;コンテキスト作成:OK;営業時間チェック:true;Get-Header:false;Scripts-Today変数作成:SUCCESS;冒頭アナウンス:OK;冒頭アナウンス_1:OK;分岐_Webrtc_用件:0;冒頭アナウンス_2:OK;save-用件:OK;save-用件:予約の変更;save-変更:変更;3診療日確認:OK;save-3診療日確認:OK;save-3診療日確認:はい;save-3診療日以降:3診療日以降;smsFlag途中切断:OK;用件_分岐:1;変更_予約日:OK;save-予約日:OK;save-予約日:7月21日です。;Scripts-予約日:2026-07-21 00:00;確認_3診療日以内:2026-07-21 00:00;,
210000002777,12020,08031811654,5071,drjoy^ふ）福岡大学_20260708$M｜診療_0708,2026-07-09 08:34:11,00:00:56,冒頭待ち:2000ms;コンテキスト作成:OK;営業時間チェック:true;Get-Header:false;Scripts-Today変数作成:SUCCESS;冒頭アナウンス:OK;冒頭アナウンス_1:OK;分岐_Webrtc_用件:0;冒頭アナウンス_2:OK;save-用件:OK;save-用件:予約の変更;save-変更:変更;3診療日確認:OK;save-3診療日確認:OK;save-3診療日確認:はい;save-3診療日以降:3診療日以降;smsFlag途中切断:OK;用件_分岐:1;変更_予約日:OK;save-予約日:OK;save-予約日:4月20日。;Scripts-予約日:2027-04-20 00:00;確認_3診療日以内:2027-04-20 00:00;,
210000002779,12029,0462292070,5262,drjoy^とうめい厚木クリニック_診療$M｜診療,2026-07-09 08:45:29,00:01:29,冒頭:2000ms;コンテキスト設定:OK;受付時間判定:true;冒頭_アナウンス:OK;save-連絡先番号:0462292070;ジャンプ_用件.用件:OK;ジャンプ_用件.save-2db:OK;ジャンプ_用件.save-2db:2;ジャンプ_用件.変更:変更;ジャンプ_用件.復唱_用件:OK;ジャンプ_用件.save-入力_用件:OK;ジャンプ_用件.save-入力_用件:はい;ジャンプ_用件.Entity_YES/NO:YES;ジャンプ_用件:;SaveFlag_途中切断:OK;用件分岐:2;ジャンプ_診療科.診療科:OK;ジャンプ_診療科.save-dialogue:OK;ジャンプ_診療科.save-dialogue:整形外科です。;ジャンプ_診療科.Scripts_診療科:整形外科;ジャンプ_診療科:;ジャンプ_追加診療科.追加診療科:OK;ジャンプ_追加診療科.save-dialogue:OK;ジャンプ_追加診療科.save-dialogue:形成外科です。;ジャンプ_追加診療科.Scripts_診療科:形成外科;ジャンプ_追加診療科:;ジャンプ_現在の予約日.現在の予約日:OK;ジャンプ_現在の予約日.入力_現在の予約日:TIMEOUT;ジャンプ_現在の予約日:;,
210000002778,12025,09065765660,5905,drjoy^drjoy^STT文字起こし比較テスト$STT比較,2026-07-09 08:45:24,00:05:00,冒頭案内:OK;パターン選択DTMF:1;会話01_案内:OK;save-会話01:OK;save-会話01:はい;会話02_案内:OK;save-会話02:OK;save-会話02:いいえ;会話03_案内:OK;save-会話03:OK;save-会話03:はい;会話04_案内:OK;save-会話04:OK;save-会話04:ありません。;会話05_案内:OK;save-会話05:OK;save-会話05:特にありません。;会話06_案内:OK;save-会話06:OK;save-会話06:うん;会話07_案内:OK;save-会話07:OK;save-会話07:6;会話08_案内:OK;会話08_STT:TIMEOUT;会話09_案内:OK;会話09_STT:TIMEOUT;会話10_案内:OK;save-会話10:OK;save-会話10:4;会話11_案内:OK;save-会話11:OK;save-会話11:7;会話12_案内:OK;save-会話12:OK;save-会話12:9;会話13_案内:OK;save-会話13:OK;save-会話13:0;会話14_案内:OK;save-会話14:OK;save-会話14:4月1日;会話15_案内:OK;save-会話15:OK;save-会話15:2月;会話16_案内:OK;save-会話16:OK;save-会話16:2月;会話17_案内:OK;save-会話17:OK;save-会話17:4月14日;会話18_案内:OK;save-会話18:OK;save-会話18:10月20日;会話19_案内:OK;save-会話19:OK;save-会話19:112233CC55;会話20_案内:OK;save-会話20:OK;save-会話20:0012345678;会話21_案内:OK;save-会話21:OK;save-会話21:23C5123C5;会話22_案内:OK;save-会話22:OK;save-会話22:循環器内科;会話23_案内:OK;save-会話23:OK;save-会話23:瞬間;会話24_案内:OK;save-会話24:OK;save-会話24:放射線科;会話25_案内:OK;save-会話25:OK;save-会話25:製品化;会話26_案内:OK;save-会話26:OK;save-会話26:総合診療科;会話27_案内:OK;save-会話27:OK;save-会話27:小児科;会話28_案内:OK;save-会話28:OK;save-会話28:皮膚科;会話29_案内:OK;save-会話29:OK;save-会話29:銀行か。;会話30_案内:OK;save-会話30:OK;save-会話30:糖尿病内分泌科;会話31_案内:OK;save-会話31:OK;save-会話31:消化器内科;会話32_案内:OK;save-会話32:OK;save-会話32:整形外科;会話33_案内:OK;save-会話33:OK;save-会話33:はい;会話34_案内:OK;save-会話34:OK;save-会話34:予約;会話35_案内:OK;save-会話35:OK;save-会話35:疑義照会;会話36_案内:OK;会話36_STT:TIMEOUT;会話37_案内:OK;save-会話37:OK;save-会話37:キャンセル;会話38_案内:OK;save-会話38:OK;save-会話38:日時の確認;会話_終了案内:OK;会話_切断:OK;,
210000002780,12033,08059263416,5030,drjoy^DrJOY$健診用デモ,2026-07-09 08:51:03,00:00:07,冒頭待ち時間:2000ms;コンテキスト設定:OK;冒頭アナウンス:OK;,
210000002781,12037,07084609066,5207,drjoy^成増厚生_アルコール病棟$アルコール病棟_20260413,2026-07-09 09:10:04,00:01:53,冒頭:2000ms;コンテキスト設定:OK;着信分類:携帯;acceptance_times:true;冒頭_アナウンス:OK;Jump_電話番号聴取.着信電話番号分岐:携帯;Jump_電話番号聴取.save-携帯電話:07084609066;Jump_電話番号聴取.患者_連絡先:OK;Jump_電話番号聴取.save-PhoneNumber:OK;Jump_電話番号聴取.save-PhoneNumber:07084609066;Jump_電話番号聴取.電話番号正規化2:NO_RESULT;Jump_電話番号聴取.電話番号正規化2:070-8460-9066;Jump_電話番号聴取.復唱_患者_連絡先:OK;Jump_電話番号聴取.script_携帯判別:MOBILE;Jump_電話番号聴取.携帯電話判別:携帯;Jump_電話番号聴取.携帯ルート:携帯;Jump_電話番号聴取:;Jump_電話番号聴取:携帯;電話口氏名:OK;save-電話口氏名:OK;save-電話口氏名:スズキミサキ;患者本人確認:OK;save-患者本人確認:OK;save-患者本人確認:はい、そうです;OpenAI_患者本人確認:本人;OpenAI_patientName_copy:ERROR;受診歴入院歴:OK;save-受診歴入院歴:OK;save-受診歴入院歴:あります;OpenAI_受診歴入院歴:あり;用件確認:OK;save-用件確認:OK;save-用件確認:入院治療;OpenAI_用件確認:入院治療;新規継続:OK;save-新規継続:OK;save-新規継続:新規;OpenAI_新規継続:入院相談;完了フラグ_受付完了:OK;END_受付完了:OK;切断_受付完了:OK;,
210000002782,12041,09065765660,5905,drjoy^drjoy^STT文字起こし比較テスト$STT比較,2026-07-09 09:12:51,00:00:02,冒頭案内:OK;,
210000002787,12061,07012710542,5905,drjoy^drjoy^STT文字起こし比較テスト$STT比較,2026-07-09 09:19:44,00:00:08,冒頭案内:OK;,
